"X","Y","DateTime"
"940.8","681.4","237607875865"
"949.1","677.2","237607884274"
"949.1","674.8","237607892559"
"942.9","679.7","237607900843"
"948.6","643.2","237607909186"
"947.5","683.9","237607917585"
"950.3","684.0","237607925909"
"942.2","677.8","237607942485"
"954.8","677.9","237607950900"
"969.6","649.5","237607959233"
"1063.2","691.0","237607975847"
"1140.1","676.7","237607984126"
"1332.6","683.8","237607992518"
"1352.8","664.3","237608000838"
"1351.2","665.8","237608025817"
"1360.6","662.0","237608042572"
"1364.4","663.9","237608050910"
"1364.4","663.9","237608059216"
"1363.7","664.6","237608067575"
"1369.6","659.8","237608075752"
"1369.6","659.8","237608084179"
"1368.3","666.5","237608092629"
"1372.5","673.4","237608100857"
"1372.8","673.4","237608109238"
"1373.6","661.5","237608117537"
"1375.1","657.4","237608125881"
"1375.1","657.4","237608134220"
"1376.4","661.0","237608142506"
"1367.7","662.0","237608150875"
"1368.1","662.5","237608159072"
"1366.6","664.2","237608167492"
"1368.4","663.6","237608175821"
"1372.3","662.9","237608184239"
"1365.8","662.5","237608192571"
"1372.6","659.5","237608200943"
"1372.6","659.5","237608209148"
"1372.3","652.7","237608217439"
"1350.2","657.4","237608225786"
"1350.3","657.3","237608234168"
"1239.0","698.2","237608242491"
"1086.0","713.6","237608250798"
"942.9","716.8","237608259159"
"812.6","730.2","237608267507"
"677.8","742.0","237608275808"
"575.6","749.8","237608284174"
"504.9","749.0","237608292419"
"469.6","725.7","237608300823"
"469.6","725.7","237608309202"
"465.4","713.9","237608325891"
"473.5","745.9","237608334135"
"491.7","771.8","237608350782"
"494.3","730.8","237608359197"
"475.5","735.8","237608367535"
"478.3","735.6","237608375707"
"478.5","735.5","237608384123"
"487.3","735.2","237608392523"
"488.0","736.1","237608400775"
"488.5","736.0","237608409083"
"479.7","728.6","237608417401"
"479.2","729.0","237608425921"
