"X","Y","DateTime"
"392.0","261.1","237272077158"
"388.7","255.8","237272085408"
"396.3","254.8","237272093786"
"395.6","250.6","237272102192"
"395.9","245.2","237272110470"
"388.1","243.4","237272118783"
"383.2","246.8","237272127181"
"387.1","250.7","237272135490"
"378.2","253.2","237272143848"
"384.9","241.3","237272152180"
"380.4","239.8","237272160489"
"391.5","250.9","237272168816"
"376.8","236.6","237272177198"
"394.0","254.8","237272185325"
"379.0","243.8","237272193806"
"393.6","259.7","237272202157"
"369.7","230.2","237272210504"
"385.5","228.3","237272218722"
"412.2","234.9","237272227096"
"447.1","235.6","237272235451"
"456.6","227.9","237272243823"
"463.2","229.6","237272252158"
"466.0","229.4","237272260495"
"466.9","234.8","237272268768"
"465.8","226.3","237272276981"
"461.7","220.3","237272285378"
"460.5","212.7","237272293708"
"455.2","215.2","237272301990"
"448.8","221.3","237272310618"
"448.8","221.3","237272318881"
"451.0","222.8","237272327247"
"453.9","217.8","237272335616"
"453.9","217.8","237272343973"
"463.7","208.4","237272352146"
"468.6","213.0","237272360489"
"467.6","218.2","237272368997"
"473.2","221.8","237272377246"
"470.9","218.5","237272385592"
"464.0","220.9","237272393906"
"455.1","216.6","237272402203"
"452.4","211.2","237272410498"
"449.1","213.6","237272418910"
"447.6","198.6","237272427332"
"457.2","219.5","237272435495"
"457.1","224.1","237272443871"
"458.5","218.1","237272452338"
"469.3","215.0","237272460453"
"489.0","210.5","237272468822"
"499.0","213.1","237272477073"
"503.1","215.2","237272485665"
"500.1","219.9","237272493920"
"484.9","216.3","237272502060"
"471.4","211.8","237272510384"
"471.4","211.8","237272518738"
"489.6","216.8","237272527120"
"495.4","220.8","237272535351"
"499.5","216.4","237272543746"
"494.8","218.3","237272552062"
"494.5","211.4","237272560441"
"494.9","213.1","237272568777"
"521.1","245.5","237272577171"
"1198.1","893.4","237272818936"
"1177.9","863.4","237272843848"
"1183.4","867.5","237272851913"
"1181.9","881.4","237272860471"
"1190.2","883.9","237272868759"
"1197.8","873.8","237272877034"
"1193.5","873.6","237272885401"
"1181.6","900.1","237272893747"
"1197.6","891.8","237272901888"
"1197.4","893.9","237272910520"
"1206.3","894.4","237272918918"
"1220.4","882.8","237272927270"
"1224.7","875.5","237272935469"
"1177.1","886.4","237272952072"
"1256.3","915.4","237272960358"
"1532.7","991.8","237272977190"
"1761.4","984.0","237272985499"
"1797.7","981.9","237272993765"
"1898.4","972.8","237273002114"
"1959.8","1018.9","237273018783"
"1959.8","1018.9","237273027253"
"2020.1","1000.2","237273035376"
"2110.8","892.8","237273043797"
"2068.4","972.9","237273052087"
"2065.5","968.2","237273060446"
"2044.1","983.1","237273068880"
"2073.0","919.8","237273077054"
"2073.0","919.8","237273085333"
"2039.3","960.3","237273093679"
"2007.2","976.4","237273102191"
"1979.2","966.0","237273110573"
"1978.4","964.7","237273118772"
"1995.2","968.4","237273126894"
"1985.5","975.7","237273135385"
"1921.7","1028.8","237273143799"
"1922.8","1028.9","237273152064"
"1893.5","1005.2","237273160412"
"1774.2","927.8","237273168705"
"1577.9","864.9","237273177197"
"1429.0","749.5","237273185440"
"1277.7","678.1","237273193546"
"1152.9","564.3","237273202067"
